自由度,0.1,0.05,0.025
1,6.313751515,12.70620474,25.45169958
2,2.91998558,4.30265273,6.205346817
3,2.353363435,3.182446305,4.176534846
4,2.131846786,2.776445105,3.495405933
5,2.015048373,2.570581836,3.16338145
6,1.943180281,2.446911851,2.968686684
7,1.894578605,2.364624252,2.841244249
8,1.859548038,2.306004135,2.751523596
9,1.833112933,2.262157163,2.685010847
10,1.812461123,2.228138852,2.633766916
11,1.795884819,2.20098516,2.593092683
12,1.782287556,2.17881283,2.560032959
13,1.770933396,2.160368656,2.532637815
14,1.761310136,2.144786688,2.509569411
15,1.753050356,2.131449546,2.489879703
16,1.745883676,2.119905299,2.472878322
17,1.739606726,2.109815578,2.45805072
18,1.734063607,2.10092204,2.445005617
19,1.729132812,2.093024054,2.433440211
20,1.724718243,2.085963447,2.42311654
21,1.720742903,2.079613845,2.413845017
22,1.717144374,2.073873068,2.405472746
23,1.713871528,2.06865761,2.397875065
24,1.71088208,2.063898562,2.390949315
25,1.708140761,2.059538553,2.384610201
26,1.70561792,2.055529439,2.378786266
27,1.703288446,2.051830516,2.373417201
28,1.701130934,2.048407142,2.368451749
29,1.699127027,2.045229642,2.363846073
30,1.697260887,2.042272456,2.359562459
31,1.695518783,2.039513446,2.355568282
32,1.693888748,2.036933343,2.35183518
33,1.692360309,2.034515297,2.348338377
34,1.690924255,2.032244509,2.345056134
35,1.689572458,2.030107928,2.341969299
36,1.688297714,2.028094001,2.339060933
37,1.68709362,2.026192463,2.336315997
38,1.68595446,2.024394164,2.333721098
39,1.684875122,2.02269092,2.331264265
40,1.683851013,2.02107539,2.328934768
41,1.682878002,2.01954097,2.32672296
42,1.681952357,2.018081703,2.324620144
43,1.681070703,2.016692199,2.322618461
44,1.680229977,2.015367574,2.320710788
45,1.679427393,2.014103389,2.318890654
46,1.678660414,2.012895599,2.317152172
47,1.677926722,2.011740514,2.315489968
48,1.677224196,2.010634758,2.313899132
49,1.676550893,2.009575237,2.312375164
50,1.675905025,2.008559112,2.310913936
51,1.67528495,2.00758377,2.309511652
52,1.674689154,2.006646805,2.308164817
53,1.674116237,2.005745995,2.306870206
54,1.673564906,2.004879288,2.305624841
55,1.673033965,2.004044783,2.304425964
56,1.672522303,2.003240719,2.30327102
57,1.672028888,2.002465459,2.302157638
58,1.671552762,2.001717484,2.301083615
59,1.671093032,2.000995378,2.300046899
60,1.670648865,2.000297822,2.299045582
61,1.670219484,1.999623585,2.29807788
62,1.669804163,1.998971517,2.297142129
63,1.669402222,1.998340543,2.296236772
64,1.669013025,1.997729654,2.295360352
65,1.668635976,1.997137908,2.294511504
66,1.668270514,1.996564419,2.293688947
67,1.667916114,1.996008354,2.292891479
68,1.667572281,1.995468931,2.292117968
69,1.667238549,1.994945415,2.291367352
70,1.666914479,1.994437112,2.290638629
71,1.666599658,1.993943368,2.289930854
72,1.666293696,1.993463567,2.289243138
73,1.665996224,1.992997126,2.28857464
74,1.665706893,1.992543495,2.287924565
75,1.665425373,1.992102154,2.287292163
76,1.665151353,1.99167261,2.286676722
77,1.664884537,1.991254395,2.286077568
78,1.664624645,1.990847069,2.285494065
79,1.664371409,1.99045021,2.284925606
80,1.664124579,1.990063421,2.284371618
81,1.663883913,1.989686323,2.283831554
82,1.663649184,1.989318557,2.283304897
83,1.663420175,1.98895978,2.282791153
84,1.663196679,1.988609667,2.282289853
85,1.6629785,1.988267907,2.281800551
86,1.662765449,1.987934206,2.28132282
87,1.662557349,1.987608282,2.280856256
88,1.662354029,1.987289865,2.28040047
89,1.662155326,1.9869787,2.279955095
90,1.661961084,1.986674541,2.279519777
91,1.661771155,1.986377154,2.27909418
92,1.661585397,1.986086317,2.278677981
93,1.661403674,1.985801814,2.278270873
94,1.661225855,1.985523442,2.277872561
95,1.661051817,1.985251004,2.277482763
96,1.66088144,1.984984312,2.277101208
97,1.66071461,1.984723186,2.276727639
98,1.660551217,1.984467455,2.276361807
99,1.660391156,1.984216952,2.276003475
100,1.660234326,1.983971519,2.275652413
101,1.66008063,1.983731003,2.275308403
102,1.659929976,1.983495259,2.274971235
103,1.659782273,1.983264145,2.274640706
104,1.659637437,1.983037526,2.274316623
105,1.659495383,1.982815274,2.273998798
106,1.659356034,1.982597262,2.273687052
107,1.659219312,1.98238337,2.273381212
108,1.659085144,1.982173483,2.273081112
109,1.658953458,1.98196749,2.272786593
110,1.658824187,1.981765282,2.272497499
